Variable code,,1110103,1110104,1110203,1110204,1110303,1110304,1110403,1110404,1110503,1110504,1110603,1110604,1110703,1110704,1120103,1120104,1120203,1120204,1120303,1120304,1120403,1120404,1120503,1120504,1120603,1120604,1120703,1120704,1310302,1310303,1410101,3100202,3100203,4100101,5100101,6100102,6100103,6210103,6210104,6210203,6210204,6210303,6210304,6210403,6210404,6210503,6210504,6210603,6210604,6210703,6210704,6220103,6220104,6220203,6220204,6220303,6220304,6220403,6220404,6220503,6220504,7100101,7100201
Year,Country,Top 10% income share-married couples & single adults,Top 10% income share-adults,Top 5% income share-married couples & single adults,Top 5% income share-adults,Top 1% income share-married couples & single adults,Top 1% income share-adults,Top 0.5% income share-married couples & single adults,Top 0.5% income share-adults,Top 0.1% income share-married couples & single adults,Top 0.1% income share-adults,Top 0.05% income share-married couples & single adults,Top 0.05% income share-adults,Top 0.01% income share-married couples & single adults,Top 0.01% income share-adults,Top 10-5% income share-married couples & single adults,Top 10-5% income share-adults,Top 5-1% income share-married couples & single adults,Top 5-1% income share-adults,Top 1-0.5% income share-married couples & single adults,Top 1-0.5% income share-adults,Top 0.5-0.1% income share-married couples & single adults,Top 0.5-0.1% income share-adults,Top 0.1-0.05% income share-married couples & single adults,Top 0.1-0.05% income share-adults,Top 0.05-0.01% income share-married couples & single adults,Top 0.05-0.01% income share-adults,Top 0.1-0.01% income share-married couples & single adults,Top 0.1-0.01% income share-adults,Top 1% income share-net of income tax-married couples & single adults,Top 1% income share-net of income tax-adults,Income reduction as a result of income tax (Top 1%),Number of tax units-married couples & single adults,Number of tax units-adults,Income control,Price index,Average income per tax unit-married couples & single adults,Average income per tax unit-adults,Top 10% average income-married couples & single adults,Top 10% average income-adults,Top 5% average income-married couples & single adults,Top 5% average income-adults,Top 1% average income-married couples & single adults,Top 1% average income-adults,Top 0.5% average income-married couples & single adults,Top 0.5% average income-adults,Top 0.1% average income-married couples & single adults,Top 0.1% average income-adults,Top 0.01% average income-married couples & single adults,Top 0.01% average income-adults,Bottom 90% average income-married couples & single adults,Bottom 90% average income-adults,Top 10-5% average income-married couples & single adults,Top 10-5% average income-adults,Top 5-1% average income-married couples & single adults,Top 5-1% average income-adults,Top 1-0.5% average income-married couples & single adults,Top 1-0.5% average income-adults,Top 0.5-0.1% average income-married couples & single adults,Top 0.5-0.1% average income-adults,Top 0.1-0.01% average income-married couples & single adults,Top 0.1-0.01% average income-adults,Pareto-Lorenz coefficient,Inverted Pareto-Lorenz coefficient
1940,United Kingdom,,,,,,,,,5.67,,4.09,,1.84,,,,,,,,,,1.58,,2.25,,3.83,,,,,25222.88,,4849.4249,0.0217695,8831.77,,,,,,,,,,500761.23,,1625045.25,,,,,,,,,,,,375840.78,,,
1941,United Kingdom,,,,,,,,,5,,3.57,,1.57,,,,,,,,,,1.43,,2,,3.43,,,,,25173.917,,5381.6848,0.0241404,8855.7,,,,,,,,,,442784.99,,1390344.86,,,,,,,,,,,,337500.56,,,
1942,United Kingdom,,,,,,,,,4.44,,3.15,,1.37,,,,,,,,,,1.29,,1.78,,3.07,,,,,25223.992,,6038.47047,0.0258647,9255.62,,,,,,,,,,410949.35,,1268019.38,,,,,,,,,,,,315719.34,,,
1943,United Kingdom,,,,,,,9.04,,4.23,,2.98,,1.28,,,,,,,,4.81,,1.25,,1.7,,2.95,,,,,25382.993,,6384.39818,0.0267269,9410.85,,,,,,,,170148.18,,398078.99,,1204588.92,,,,,,,,,,113165.48,,308466.78,,,
1944,United Kingdom,,,,,,,8.97,,4.13,,2.9,,1.22,,,,,,,,4.84,,1.23,,1.68,,2.91,,,,,25458.191,,6579.03457,0.0274813,9403.68,,,,,,,,168702.03,,388372.01,,1147249.05,,,,,,,,,,113784.54,,304052.34,,,
1945,United Kingdom,,,,,,,9.38,,4.23,,2.95,,1.23,,,,,,,,5.15,,1.28,,1.72,,3,,,,,25496.682,,6501.78545,0.0282357,9031.32,,,,,,,,169427.51,,382024.73,,1110852.04,,,,,,,,,,116278.21,,301043.91,,,
1946,United Kingdom,,,,,,,10,,4.48,,3.1,,1.27,,,,,,,,5.52,,1.38,,1.83,,3.21,,,,,25472.78,,6916.38897,0.0290978,9331.31,,,,,,,,186626.25,,418042.81,,1185076.71,,,,,,,,,,128772.11,,332816.82,,,
1947,United Kingdom,,,,,,,9.38,,4.1,,2.81,,1.14,,,,,,,,5.28,,1.29,,1.67,,2.96,,,,,25583.126,,7673.96364,0.0311454,9631.01,,,,,,,,180677.7,,394871.31,,1097934.85,,,,,,,,,,127129.3,,316753.13,,,
1948,United Kingdom,,,,,,,8.88,,3.86,,2.63,,1.05,,,,,,,,5.02,,1.23,,1.58,,2.81,,,,,25790.914,,8275.98853,0.0335164,9574.06,,,,,,,,170035.32,,369558.75,,1005276.4,,,,,,,,,,120154.47,,298923.46,,,
1949,United Kingdom,32.25,,23.39,,11.47,,8.12,,3.45,,2.34,,0.94,,8.86,,11.92,,3.35,,4.67,,1.11,,1.4,,2.51,,6.76,,41.06,25900,,8730.426,0.0344863,9774.38,,31522.37,,45724.54,,112112.12,,158735.9,,337216.04,,918791.53,,7357.93,,17320.2,,29127.65,,65488.33,,114115.86,,272596.54,,2.091,1.917
1950,United Kingdom,,,,,,,8.51,,3.59,,2.42,,0.96,,,,,,,,4.92,,1.17,,1.46,,2.63,,,,,25766.667,,8838.59299,0.035564,9645.27,,,,,,,,164162.5,,346265.2,,925945.93,,,,,,,,,,118636.82,,281856.23,,,
1951,United Kingdom,,,,,10.89,,7.69,,3.21,,2.15,,0.85,,,,,,3.2,,4.48,,1.06,,1.3,,2.36,,,,,25633.333,,9844.48681,0.0387971,9898.95,,,,,,107799.52,,152245.78,,317756.15,,841410.36,,,,,,,,63353.25,,110868.19,,259572.35,,2.13,1.885
1952,United Kingdom,,,,,10.2,,7.15,,2.95,,1.97,,0.77,,,,,,3.05,,4.2,,0.98,,1.2,,2.18,,,,,25500,,10436.62429,0.0423535,9663.42,,,,,,98566.86,,138186.87,,285070.82,,744083.17,,,,,,,,58946.85,,101465.89,,234069.45,,2.168,1.856
1953,United Kingdom,,,,,9.72,,6.78,,2.77,,1.84,,0.7,,,,,,2.94,,4.01,,0.93,,1.14,,2.07,,,,,25300,,11089.99838,0.0436467,10042.91,,,,,,97617.04,,136181.8,,278188.48,,703003.38,,,,,,,,59052.28,,100680.13,,230986.83,,2.199,1.834
1954,United Kingdom,30.63,,21.22,,9.67,,6.71,,2.72,,1.8,,0.67,,9.41,,11.55,,2.96,,3.99,,0.92,,1.13,,2.05,,5.68,,41.26,26250,,11805.3325,0.0445089,10104.21,,30949.19,,42882.26,,97707.7,,135598.48,,274834.47,,676981.97,,7788.1,,19016.12,,29175.9,,59816.91,,100789.48,,230151.42,,2.226,1.815
1955,United Kingdom,,,,,9.3,,6.48,,2.65,,1.77,,0.68,,,,,,2.82,,3.83,,0.88,,1.09,,1.97,,,,,26200,,12873.74668,0.0464487,10578.64,,,,,,98381.35,,137099.17,,280333.96,,719347.51,,,,,,,,59663.53,,101290.48,,231554.67,,2.199,1.834
1956,United Kingdom,,,,,8.75,,6.03,,2.42,,1.6,,0.61,,,,,,2.72,,3.61,,0.82,,0.99,,1.81,,,,,26150,,13953.74955,0.0488197,10930.11,,,,,,95638.45,,131817.11,,264508.62,,666736.61,,,,,,,,59459.79,,98644.23,,219816.62,,2.263,1.791
1957,United Kingdom,,,,,8.7,,5.96,,2.37,,1.57,,0.59,,,,,,2.74,,3.59,,0.8,,0.98,,1.78,,,,,26100,,14494.62985,0.050544,10987.46,,,,,,95590.88,,130970.5,,260402.75,,648260,,,,,,,,60211.27,,98612.43,,217307.5,,2.298,1.771
1958,United Kingdom,,,,,8.76,,5.98,,2.38,,1.57,,0.6,,,,,,2.78,,3.6,,0.81,,0.97,,1.78,,,,,26250,,14977.71876,0.0521605,10938.92,,,,,,95824.94,,130829.48,,260346.29,,656335.19,,,,,,,,60820.39,,98450.28,,216347.52,,2.304,1.767
1959,United Kingdom,29.96,,20.26,,8.6,,5.85,,2.3,,1.52,,0.6,,9.7,,11.66,,2.75,,3.55,,0.78,,0.92,,1.7,,5.51,,35.93,26500,,16018.7095,0.0523761,11541.14,,34577.26,,46764.71,,99253.83,,135031.37,,265446.29,,692468.57,,8981.57,,22389.82,,33642.43,,63476.29,,102427.64,,217999.37,,2.341,1.746
1960,United Kingdom,,,,,8.87,,6.08,,2.45,,1.63,,0.63,,,,,,2.79,,3.63,,0.82,,1,,1.82,,,,,26700,,17010.37584,0.0529149,12039.95,,,,,,106794.33,,146405.76,,294978.71,,758516.69,,,,,,,,67182.91,,109262.52,,243474.49,,2.266,1.79
1961,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26900,,18893.67226,0.054747,12829.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,United Kingdom,29.37,,19.72,,8.43,,5.76,,2.29,,1.52,,0.58,,9.65,,11.29,,2.67,,3.47,,0.77,,0.94,,1.71,,5.75,,31.79,27200,,19735.8375,0.0571179,12703.23,,37309.39,,50101.55,,107088.24,,146341.23,,290904.01,,736787.44,,9969.21,,24517.24,,35854.87,,67835.26,,110200.54,,241361.4,,2.304,1.767
1963,United Kingdom,29.94,,20.1,,8.49,,5.76,,2.23,,1.47,,0.57,,9.84,,11.61,,2.73,,3.53,,0.76,,0.9,,1.66,,5.72,,32.63,27400,,20445.7125,0.0581956,12822.17,,38389.56,,51545.1,,108860.18,,147711.34,,285934.28,,730863.41,,9981.34,,25234.02,,37216.33,,70009.02,,113155.61,,236497.71,,2.384,1.722
1964,United Kingdom,29.91,,20.07,,8.48,,5.77,,2.26,,1.49,,0.58,,9.84,,11.59,,2.71,,3.51,,0.77,,0.91,,1.68,,5.73,,32.43,27500,,22171.1625,0.0601355,13406.8,,40099.73,,53814.88,,113689.63,,154714.43,,302993.59,,777594.18,,10440.91,,26384.57,,38846.19,,72664.84,,117644.64,,250260.2,,2.349,1.741
1965,United Kingdom,29.88,,20.1,,8.55,,5.79,,2.28,,1.52,,0.62,,9.78,,11.55,,2.76,,3.51,,0.76,,0.9,,1.66,,5.47,,36.02,27600,,24224.75,0.0629375,13945.72,,41669.8,,56061.78,,119235.87,,161491.39,,317962.32,,864634.38,,10865.26,,27277.82,,40268.25,,76980.35,,122373.66,,257220.98,,2.348,1.742
1966,United Kingdom,28.94,,19.22,,7.92,,5.32,,2.04,,1.37,,0.52,,9.72,,11.3,,2.6,,3.28,,0.67,,0.85,,1.52,,5.3,,33.08,27700,,25250.975,0.0654162,13935.2,,40328.46,,53566.9,,110366.76,,148270.5,,284278.03,,724630.27,,11002.61,,27090.02,,39366.93,,72463.03,,114268.62,,235350,,2.434,1.698
1967,United Kingdom,28.78,,18.99,,7.69,,5.11,,1.91,,1.25,,0.51,,9.79,,11.3,,2.58,,3.2,,0.66,,0.74,,1.4,,5.23,,31.99,27800,,26567.9375,0.0671405,14234.05,,40965.59,,54060.92,,109459.83,,145471.97,,271870.32,,725936.46,,11263.88,,27870.27,,40211.19,,73447.69,,113872.39,,221418.53,,2.531,1.653
1968,United Kingdom,28.55,,18.76,,7.54,,5,,1.87,,1.21,,0.47,,9.79,,11.22,,2.54,,3.13,,0.66,,0.74,,1.4,,5.1,,32.36,28091,,28598.5875,0.0702658,14488.83,,41365.6,,54362.08,,109245.75,,144888.27,,270941.06,,680974.86,,11502.52,,28369.12,,40641.16,,73603.24,,113375.07,,225381.75,,2.535,1.651
1969,United Kingdom,28.72,,18.86,,7.46,,4.96,,1.85,,1.22,,0.47,,9.86,,11.4,,2.5,,3.11,,0.63,,0.75,,1.38,,5.03,,32.57,28161,,30897.9375,0.0740378,14819.31,,42561.07,,55898.45,,110552.09,,147007.6,,274157.32,,696507.78,,11736.9,,29223.69,,42235.05,,74096.57,,115220.17,,227229.49,,2.535,1.651
1970,United Kingdom,28.82,,18.65,,7.05,,4.59,,1.64,,1.05,,0.42,,10.17,,11.6,,2.46,,2.95,,0.59,,0.63,,1.22,,4.83,,31.49,28206,,34739.9125,0.0787796,15634.11,,45057.52,,58315.25,,110220.5,,143521.17,,256399.47,,656632.79,,12364.85,,31799.79,,45338.93,,76919.84,,115301.59,,211929.1,,2.727,1.579
